Position(bp)	Rate(cM/Mb)	Map(cM)
949	6.656281923092784	0.0
3465	2.15430993374737	0.01674720599282632
3944	1.109738555605809	0.017779117975054656
4006	0.8808579418538508	0.01784903176746598
4349	0.573181412715251	0.018150286405793834
5834	0.5731234629212247	0.019001463516779976
6815	0.6410985713142071	0.01956369241842423
11933	0.6948812483338116	0.022844825560689015
13774	0.9708012903459373	0.02412410940912683
13821	1.0010774236431914	0.02416973696967799
13900	1.0096065796912608	0.024248822634034762
14492	1.3176360757571126	0.024846506273297004
14660	1.3522215664646946	0.025067869218314803
14724	1.6381563865172029	0.025154409333448615
14849	2.0560428875678536	0.02535918283288558
15263	2.695281797310122	0.0262103810165241
15615	2.879962522709207	0.027159124507998345
16291	3.7517750285318443	0.02910597417913115
17599	6.311506989451092	0.03401329970952824
17937	4.388437806521485	0.0361465844043702
20105	7.9074127079599466	0.045660718369669576
20174	10.323518738466277	0.04620632621675444
20557	15.996940545892539	0.050160235395013505
20766	18.118766986006552	0.05350359607973647
20793	18.361892712762824	0.05399280297274436
20842	20.167434445243778	0.05489253674296154
21165	21.755337824013893	0.06140662040783968
21256	21.507144124361854	0.06338635395300095
21557	21.56143781320151	0.06986000446613794
21582	20.68921965882069	0.07039904291384545
21846	19.27891659425225	0.07586099538654315
21878	18.770038380253947	0.07647792362558524
22601	21.401680767396883	0.09004865907232157
22644	21.30260769226409	0.09096892814227649
22707	19.966385537113773	0.09231099269029726
22829	18.231247536211825	0.09474689647770826
22874	17.739206371459737	0.09556730224806637
22909	11.857012528808685	0.09618817107310228
23423	9.698435382955735	0.10228267715657682
23783	11.490912070965276	0.10577411536952655
23831	11.690870469334959	0.10632567624090684
23910	12.05545896437059	0.10724925898544745
24013	12.47647475429867	0.10849097029470377
24209	12.165463477922001	0.11093635677568273
24236	12.182953779391791	0.11126482674455063
24270	9.123515476419689	0.11167904660408831
24747	6.317122851308561	0.11603096550404697
24824	5.248823666594732	0.11651738027061542
25063	4.518608848394088	0.11777185107088375
25110	4.274361002898943	0.11798422652966435
25237	3.9059846985992226	0.11852706859112525
25489	3.852423284429537	0.1195113774516424
25532	2.004725710875918	0.11967702957194847
28043	2.0460807911584036	0.12471089111168378
28514	1.8655145011351941	0.125674596186343
29057	1.4942986569281789	0.1266875691222509
29414	1.1425960888187854	0.1272210338534057
32503	1.3513944648590446	0.13075051347205222
32776	1.327150378303631	0.13111944820163984
32824	1.3824292136417353	0.13118315082976414
32861	1.263210682840124	0.13123429942523707
