30	.	0.0	4786
30	.	0.003956576479090082	5760
30	.	0.004239454758525895	5816
30	.	0.020905558898459808	9078
30	.	0.024294756008733844	9665
30	.	0.03963141159901745	12686
30	.	0.04226950830224214	13336
30	.	0.042405776956261215	13377
30	.	0.045901937378930266	14613
30	.	0.04666994106912332	14912
30	.	0.0523450258980425	16917
30	.	0.06693431235961611	22505
30	.	0.06802300461641717	23205
30	.	0.07013526351633736	24752
30	.	0.07094127886427966	25350
30	.	0.07356229460443972	28205
30	.	0.0789350629705742	33368
30	.	0.07951239241496189	33990
30	.	0.08056547761561017	35065
30	.	0.08059632284988223	35091
30	.	0.08186438890951803	36508
30	.	0.08260224623979467	37349
30	.	0.09194765334987058	48177
30	.	0.09352770165998922	50221
30	.	0.0945098807268616	51500
30	.	0.0951457260918729	52315
30	.	0.09521878807535601	52418
30	.	0.09653421175658156	54168
30	.	0.09722799262114148	55070
30	.	0.09982143243757445	58562
30	.	0.1013223894922267	60645
30	.	0.10189129690836266	61426
30	.	0.10499885949864733	65722
30	.	0.10656622146241215	67853
30	.	0.10691539804300797	68290
30	.	0.1118324292573057	74946
30	.	0.11459538756362626	78771
30	.	0.11492360975888136	79222
30	.	0.11554230308885968	80059
30	.	0.11563740922786518	80186
30	.	0.11578917157098863	80386
30	.	0.11594990082745464	80601
30	.	0.11599259138978814	80660
30	.	0.11607753423731693	80777
30	.	0.11633727859104867	81118
30	.	0.11635646802250826	81144
30	.	0.11660895119013837	81487
30	.	0.1168701169832375	81845
30	.	0.11713166182683463	82217
30	.	0.11840235754930006	83980
30	.	0.120051843172515	86245
30	.	0.12076606907330902	87257
30	.	0.1208086174917058	87318
30	.	0.1208293941971256	87348
30	.	0.1212418722108819	87948
30	.	0.12128610266586339	88013
30	.	0.12162807728699786	88524
30	.	0.12174690961811045	88707
30	.	0.12345840553372714	91217
30	.	0.12447371598318743	92674
30	.	0.12517767198455215	93679
30	.	0.12550770651500065	94159
30	.	0.12635497914058105	95445
30	.	0.12772951100883329	97453
30	.	0.12799763000950448	97836
30	.	0.13290529156930564	105195
30	.	0.13387795883774464	106673
30	.	0.13437577059485573	107355
30	.	0.13472899827764856	107870
30	.	0.13518108706844237	108524
30	.	0.13593775477968062	109658
30	.	0.1360944921605899	109892
30	.	0.13654186651081524	110558
30	.	0.13713468964430733	111470
30	.	0.13788859739410725	112618
30	.	0.13810203836044677	112926
