chr28	.	0.0	11832
chr28	.	0.017359067877140446	14706
chr28	.	0.03088028846463035	16908
chr28	.	0.043703271174396416	19314
chr28	.	0.043794003147350345	19336
chr28	.	0.05080705137069755	22277
chr28	.	0.08234269477070484	55029
chr28	.	0.09052868609432749	63847
chr28	.	0.09097294926919869	64285
chr28	.	0.10516520061276267	79327
chr28	.	0.10759931006812128	82032
chr28	.	0.11750755840540408	92695
chr28	.	0.12417459424583938	100484
chr28	.	0.12603819772136787	103006
chr28	.	0.13076892860806738	109911
chr28	.	0.1354247573866068	116651
chr28	.	0.14505617381126054	130494
chr28	.	0.1482110189178938	135303
chr28	.	0.14942558326600985	137068
chr28	.	0.15083857841696988	139079
chr28	.	0.15887450878411113	152474
chr28	.	0.1610860685323431	156165
chr28	.	0.1617182728406166	157169
chr28	.	0.16454005260389362	161806
chr28	.	0.16467208306562842	161964
chr28	.	0.1688792694156905	168189
chr28	.	0.17240500135913545	173256
chr28	.	0.17261555763301936	173516
chr28	.	0.1736979374753039	174787
chr28	.	0.17431074689826004	175622
chr28	.	0.18152646580482695	186587
chr28	.	0.18164987713257993	186773
chr28	.	0.18569584533229994	192840
chr28	.	0.18758415454676516	195559
chr28	.	0.1888143580384125	197549
chr28	.	0.1891366036178341	198021
chr28	.	0.19141961048520034	201592
chr28	.	0.19152386166149765	201748
chr28	.	0.19845597805061405	212445
chr28	.	0.20003368301810795	214571
chr28	.	0.20092768160099966	216001
chr28	.	0.20669250317338614	224684
chr28	.	0.20768453248524188	226270
chr28	.	0.2083582113326925	227445
chr28	.	0.2096203606358213	229503
chr28	.	0.21397688906991358	236369
chr28	.	0.21428973795943676	236841
chr28	.	0.2150839673157017	238143
chr28	.	0.2196598985560881	244691
chr28	.	0.22057073195811874	245842
chr28	.	0.2216621637249425	247168
chr28	.	0.22729743421200765	255946
chr28	.	0.2295634668870046	259723
chr28	.	0.2305185036093538	261469
chr28	.	0.24363619468239886	286135
chr28	.	0.24609396090975005	290870
chr28	.	0.24886296956675893	295633
chr28	.	0.255638650507964	308523
chr28	.	0.2736610029237446	343140
chr28	.	0.2752449210031386	345840
chr28	.	0.2763763748933706	347857
chr28	.	0.2777523921256904	350388
chr28	.	0.27933124142075977	353216
chr28	.	0.2802491975284043	355101
chr28	.	0.28032421700349525	355256
chr28	.	0.28459140719693704	363521
chr28	.	0.28631171298537234	366642
chr28	.	0.28633695421093097	366691
chr28	.	0.2888601158250463	371290
chr28	.	0.2896559663120431	372652
chr28	.	0.29057610837877407	374299
chr28	.	0.2916356603530149	376263
chr28	.	0.2917576779484645	376495
chr28	.	0.3340268425952204	455562
chr28	.	0.3361081250502466	459386
chr28	.	0.3395945170655687	466149
chr28	.	0.3396233159762177	466197
chr28	.	0.34066631187778024	467905
chr28	.	0.3413468346843841	468942
chr28	.	0.3498877949548265	482239
chr28	.	0.35545825688978167	490266
chr28	.	0.35624735144282343	491309
chr28	.	0.3648561424638443	504361
chr28	.	0.370857040282134	512809
chr28	.	0.3732608397276094	516238
chr28	.	0.3740397306931033	517373
chr28	.	0.376841572749008	520967
chr28	.	0.3792593682009832	523936
chr28	.	0.3852329195243927	531353
chr28	.	0.3852478838080718	531370
chr28	.	0.3852854338904997	531413
chr28	.	0.38583886298189624	531990
chr28	.	0.39308279396445794	540034
chr28	.	0.39658547797686383	543161
chr28	.	0.4063783692920209	551777
chr28	.	0.4082418994132176	553445
chr28	.	0.4099500283825808	554616
chr28	.	0.4106080754219333	555076
chr28	.	0.41090930498530576	555289
chr28	.	0.4136372132102295	557420
chr28	.	0.4140038748375318	557669
chr28	.	0.416423291420239	559021
chr28	.	0.4165656061592865	559092
chr28	.	0.4324686932470556	567672
chr28	.	0.4372149312394892	569655
chr28	.	0.4608222330707475	576851
chr28	.	0.48052139949166306	580902
chr28	.	0.511607021401756	586920
chr28	.	0.5280850597418598	589846
chr28	.	0.5297962035742585	590123
chr28	.	0.6020752415204137	608461
chr28	.	0.6099746668115829	611344
chr28	.	0.6223158876120819	616856
chr28	.	0.646647842215931	628216
chr28	.	0.647120104739235	628482
chr28	.	0.6523422583006941	630671
chr28	.	0.6526408397726902	630809
chr28	.	0.6550048151514529	631876
chr28	.	0.6551579203127025	631947
chr28	.	0.6615274089772196	635263
chr28	.	0.664877317922869	637259
chr28	.	0.6662160198066225	637805
chr28	.	0.670805455579486	640336
chr28	.	0.6763884757760384	644580
chr28	.	0.6854478164381624	652132
chr28	.	0.6866029271003871	653345
chr28	.	0.6876756021645798	654528
chr28	.	0.6891355587587327	655722
chr28	.	0.6963321908681754	661740
chr28	.	0.6977434328506064	662667
chr28	.	0.7043105234140188	666998
chr28	.	0.7102366144847796	671365
chr28	.	0.7150555979680195	674380
chr28	.	0.7160623788359923	674865
chr28	.	0.7172510344341306	675348
chr28	.	0.7201497775622903	677036
chr28	.	0.7207632985222644	677281
chr28	.	0.7243360579278008	678925
chr28	.	0.7273615279995088	680254
chr28	.	0.7386920654815857	684508
chr28	.	0.7397289069547137	684888
chr28	.	0.775614359532024	696297
chr28	.	0.7863208277012196	700012
chr28	.	0.7985640691207868	703075
chr28	.	0.8100766427125592	704697
chr28	.	0.8168375867685138	705364
chr28	.	0.8288609192368978	706284
chr28	.	0.8378592070886979	707065
